email_text,label
"Hi, just checking in about the meeting scheduled on 27/04/2026.",ham
Please find attached the report for review.,ham
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
Congratulations! You have won a $4771 prize. Claim now.,spam
The payment of $1681 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 21/04/2026.",ham
Exclusive deal just for you. Win $4084 cash now.,spam
Team meeting scheduled for 26/04/2026. Please attend.,ham
"Hi, just checking in about the meeting scheduled on 13/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 13/04/2026.",ham
The payment of $1478 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 13/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 7/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $4131 prize. Claim now.,spam
Team meeting scheduled for 7/04/2026. Please attend.,ham
The payment of $1843 has been successfully processed.,ham
The payment of $790 has been successfully processed.,ham
Team meeting scheduled for 16/04/2026. Please attend.,ham
You are selected for a lottery of $770. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 7/04/2026.",ham
Act now! Claim your free reward worth $2769.,spam
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $2332 cash now.,spam
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 27/04/2026.",ham
Act now! Claim your free reward worth $304.,spam
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $1283. Urgent response needed.,spam
Act now! Claim your free reward worth $3410.,spam
"Hi, just checking in about the meeting scheduled on 11/04/2026.",ham
Limited time offer! Get 68% off on your purchase. Click here.,spam
Act now! Claim your free reward worth $3726.,spam
Exclusive deal just for you. Win $3357 cash now.,spam
The payment of $1409 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
Congratulations! You have won a $482 prize. Claim now.,spam
The payment of $1446 has been successfully processed.,ham
Act now! Claim your free reward worth $4874.,spam
Limited time offer! Get 13% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $4358. Urgent response needed.,spam
Reminder: Your appointment is on 18/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 2/04/2026.",ham
You are selected for a lottery of $3751. Urgent response needed.,spam
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 19/04/2026. Please attend.,ham
The payment of $1669 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $3194 cash now.,spam
Congratulations! You have won a $4204 prize. Claim now.,spam
Congratulations! You have won a $2852 prize. Claim now.,spam
The payment of $1963 has been successfully processed.,ham
Limited time offer! Get 30% off on your purchase. Click here.,spam
The payment of $652 has been successfully processed.,ham
Limited time offer! Get 62% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 25/04/2026.",ham
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $946. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $4635. Urgent response needed.,spam
Congratulations! You have won a $1398 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 6/04/2026.",ham
The payment of $174 has been successfully processed.,ham
Please find attached the report for review.,ham
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 17/04/2026.",ham
Exclusive deal just for you. Win $3732 cash now.,spam
Let's catch up over dinner this weekend.,ham
Team meeting scheduled for 28/04/2026. Please attend.,ham
Limited time offer! Get 45% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 5/04/2026.",ham
Exclusive deal just for you. Win $970 cash now.,spam
Please find attached the report for review.,ham
Reminder: Your appointment is on 21/04/2026.,ham
Team meeting scheduled for 12/04/2026. Please attend.,ham
Limited time offer! Get 62% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 21/04/2026.",ham
You are selected for a lottery of $756. Urgent response needed.,spam
Please find attached the report for review.,ham
Team meeting scheduled for 4/04/2026. Please attend.,ham
The payment of $212 has been successfully processed.,ham
The payment of $1611 has been successfully processed.,ham
Exclusive deal just for you. Win $1042 cash now.,spam
Team meeting scheduled for 17/04/2026. Please attend.,ham
The payment of $406 has been successfully processed.,ham
Act now! Claim your free reward worth $4950.,spam
Reminder: Your appointment is on 1/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 14/04/2026.",ham
The payment of $814 has been successfully processed.,ham
Reminder: Your appointment is on 1/04/2026.,ham
The payment of $1333 has been successfully processed.,ham
The payment of $477 has been successfully processed.,ham
Congratulations! You have won a $2257 prize. Claim now.,spam
The payment of $1474 has been successfully processed.,ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 15/04/2026. Please attend.,ham
Limited time offer! Get 12% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
The payment of $567 has been successfully processed.,ham
Limited time offer! Get 18% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 13/04/2026.",ham
Limited time offer! Get 46% off on your purchase. Click here.,spam
Limited time offer! Get 42% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 15/04/2026.",ham
Limited time offer! Get 48% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
Limited time offer! Get 44% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 27/04/2026.",ham
Please find attached the report for review.,ham
Team meeting scheduled for 6/04/2026. Please attend.,ham
Act now! Claim your free reward worth $1998.,spam
Act now! Claim your free reward worth $4840.,spam
Congratulations! You have won a $3946 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $4630. Urgent response needed.,spam
The payment of $1163 has been successfully processed.,ham
Team meeting scheduled for 23/04/2026. Please attend.,ham
Congratulations! You have won a $758 prize. Claim now.,spam
You are selected for a lottery of $2450. Urgent response needed.,spam
Team meeting scheduled for 4/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $3499.,spam
Limited time offer! Get 44% off on your purchase. Click here.,spam
The payment of $1920 has been successfully processed.,ham
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $937 cash now.,spam
Team meeting scheduled for 10/04/2026. Please attend.,ham
Limited time offer! Get 22% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
Act now! Claim your free reward worth $3244.,spam
Project update: please review the latest changes.,ham
Limited time offer! Get 48% off on your purchase. Click here.,spam
Act now! Claim your free reward worth $1426.,spam
Act now! Claim your free reward worth $870.,spam
Exclusive deal just for you. Win $2169 cash now.,spam
Limited time offer! Get 10% off on your purchase. Click here.,spam
Team meeting scheduled for 8/04/2026. Please attend.,ham
Congratulations! You have won a $4799 prize. Claim now.,spam
Team meeting scheduled for 13/04/2026. Please attend.,ham
Act now! Claim your free reward worth $553.,spam
Reminder: Your appointment is on 15/04/2026.,ham
Let's catch up over dinner this weekend.,ham
The payment of $616 has been successfully processed.,ham
Act now! Claim your free reward worth $4716.,spam
You are selected for a lottery of $930. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 5/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $3262.,spam
Please find attached the report for review.,ham
Act now! Claim your free reward worth $3007.,spam
Limited time offer! Get 59% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 18/04/2026.",ham
Reminder: Your appointment is on 28/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 20/04/2026.",ham
You are selected for a lottery of $2184. Urgent response needed.,spam
Please find attached the report for review.,ham
The payment of $928 has been successfully processed.,ham
Team meeting scheduled for 10/04/2026. Please attend.,ham
